text,source,expertise
Grosses Verhandlungsgeschick,new_data_set,Verhandlung
,new_data_set,Verhandlung
,de_v2,verhaltensbasierte Sicherheit
,de_v3,Vergütungspolitik
Vertrieb des Produktsortiments Vergussmassen,new_data_set,Vergussmassen
,de_v3,Vergabewesen
Pflege/Ausbau der Kundenbeziehungen zu den kommunalen Auftraggebern und Teilnahme an Vergabeverfahren,new_data_set,Vergabeverfahren
Erfahrungen mit Ausschreibungen und Rahmenverträgen des Bundes,new_data_set,Vergabeverfahren
Mitwirkung bei der Vorbereitung (Ausschreibung) und Vergabe (Verhandlung) von Leistungen im Innenausbau aller Gewerke (auch TGA),new_data_set,Vergabeverfahren
Ausschreibung und Vergabe im Bereich Rohbau,new_data_set,Vergabeverfahren
"Alle Tätigkeiten entlang der Ausschreibung, Vergabe, Abrechnung von Bauleistungen",new_data_set,Vergabeverfahren
,de_v3,Vergaberichtlinien
"Fundierte Kenntnisse in der Bauplanung, Baurecht und im öffentlichen Vergaberecht.",new_data_set,Vergaberecht
,new_data_set,Vergaberecht
Der Vergabemanager bildet den gesamten Vergabeprozess rechtskonform ab. Von der Bedarfsmeldung bis zur Mitteilung über den vergebenen Auftrag an Destatis.,new_data_set,Vergabemanagement
,de_v3,Vergabegespräche
Ausschreibung und Vergabe,new_data_set,Vergabe
"Rechtsexperten für Ausschreibungen, Vergabe und Verträge",new_data_set,Vergabe
Vergabe von Eigen- und Fremdleistungen,new_data_set,Vergabe
Know-how im Anlagenbau und in der Verfahrenstechnik sind essenziell.,new_data_set,Verfahrenstechnik
,new_data_set,Verfahrenstechnik
,de_v3,Verdrängerpumpen
,new_data_set,Verdrahtung
,de_v2,Verbraucherrecht
,de_v3,Verbindungstechnik
,de_v3,Verbesserungsmanagement
,de_v3,Veranstaltungsmanagement
,de_v3,Veränderunsmanagement
,de_v3,Veränderungsprogrammen
,de_v2,Venture Capital
,de_v3,VAV Einrichtung
,de_v2,Variantenmanagement
Spezifikation der erforderlichen Tests zur Design- und Produktvalidierung sowie Unterstützung der Versuchsabteilung mit Fokus auf Ansteuerung und Datenerfassung,new_data_set,Validierung
Zusammen mit den Entwicklern prüfen Sie anhand der Prototypen die Realitätstauglichkeit und den möglichen Fertigungsprozess.,new_data_set,Validierung
Selbstständige Planung und Durchführung von Applikationsversuchen mit gepulsten Lasern inkl. technischer Bewertung und Dokumentation der Ergebnisse,new_data_set,Validierung
"Federführende Konfiguration der Testsystementwicklung, sowie Übernahme des Anforderungsmanagement",new_data_set,Validierung
,de_v3,UVgO
Erfahrung in der Erstellung von Abschlüssen in HGB und US-GAAP oder IFRS,de_v3,US-GAAP
"Schnelle Auffassungsgabe, entscheidungsfreudig, eigenverantwortliches und ergebnisorientiertes Handeln",new_data_set,Unternehmertum
"Entscheidungsfreudigkeit, Konflikt- und Kritikfähigkeit sowie Ergebnis- und Problemorientierung",new_data_set,Unternehmertum
"Offenheit und Neugierde, sich tiefgreifend in vielseitige kaufmännische Prozesse einzuarbeiten",new_data_set,Unternehmertum
Initiative und operative Macherpersönlichkeit mit Hands-on Mentalität,new_data_set,Unternehmertum
"Sie haben ausgezeichnete Führungsqualitäten und die Fähigkeit, andere für Ihre Visionen zu begeistern.",new_data_set,Unternehmertum
"Leistungs- und ergebnisorientiert, unternehmerisch denkend und handelnd",new_data_set,Unternehmertum
"Selbstständige Arbeitsweise, analytische und konzeptionelle Fähigkeiten sowie Kommunikationsstärke und Teamfähigkeit",new_data_set,Unternehmertum
"Persönlichkeit eines „Hunters“: zielstrebig, ehrgeizig, abschlussstark, Gewinnermentalität",new_data_set,Unternehmertum
Freiräume: Unternehmerische Denkweise und Arbeiten wird gefördert,new_data_set,Unternehmertum
Mit einer mittelständisch-unternehmerischen Hands-on-Mentalität bist Du gleichermaßen strategisch als auch operativ stark.,new_data_set,Unternehmertum
"Kommunikationsstärke, strukturierte und selbstständige Arbeitsweise",new_data_set,Unternehmertum
Sie bringen das „Vertriebs-Gen“ mit und sind ein moderner und kompetenter Ansprechpartner,new_data_set,Unternehmertum
"Hohe Lernbereitschaft, Engagement, Arbeitsfreude und Eigenmotivation",new_data_set,Unternehmertum
Verantwortungsbewusstsein und gute organisatorische Fähigkeiten,new_data_set,Unternehmertum
Verkaufstalent – proaktive und gestaltende Persönlichkeit,new_data_set,Unternehmertum
Starkes analytisches und konzeptionelles Denkvermögen,new_data_set,Unternehmertum
Zukunftsorientierte und sehr krisenresistente Branche,new_data_set,Unternehmertum
Ausgeprägtes Verhandlungsgeschick und Durchsetzungsvermögen im Umgang mit Geschäftspartnern,new_data_set,Unternehmertum
"Sie haben ein hohes Maß an Eigeninitiative, eine unternehmerische Denkweise und die richtige Balance für den Mittelstand zwischen Delegation und eigener Arbeit.",new_data_set,Unternehmertum
Eine unternehmerisch denkende und handelnde Persönlichkeit mit sehr guten analytischen und strategisch-konzeptionellen Fähigkeiten,new_data_set,Unternehmertum
"Gutes Gespür für Markttrends, analytisches Denken und eine konzeptionelle und strukturierte Arbeitsweise bringen Sie ebenso mit wie Erfahrungen in der Strategieentwicklung",new_data_set,Unternehmertum
"Unternehmerische Persönlichkeit, Macher/in, analytisch, dynamisch, lösungsorientiert, freundlich und kommunikativ",new_data_set,Unternehmertum
"Fokussierung auf kaufmännische Zusammenhänge, unternehmerisches Denken und Führungsqualitäten",new_data_set,Unternehmertum
"Unternehmerisches-, strategisches und betriebswirtschaftliches Denken",new_data_set,Unternehmertum
Problemlösende und unternehmerische Denke,new_data_set,Unternehmertum
,de_v3,Unternehmerische Führung
Interessante Aufgaben in der weiteren Gestaltung des Unternehmens im Sinne einer nachhaltigen Entwicklung,new_data_set,Unternehmensstrategie
Sie setzen starke Impulse für die strategische und zukunftsrobuste Weiterentwicklung des Standortes. In enger Kooperation mit der Geschäftsführung stecken Sie Ziele und Kennzahlen ab.,new_data_set,Unternehmensstrategie
"Entwicklung und Umsetzung der Marken- und -Unternehmensstrategie, z.B. durch Storytelling beispielgebender Aktivitäten)",new_data_set,Unternehmensstrategie
Sie übernehmen die strategische und operative Gesamtverantwortung für das Unternehmen,new_data_set,Unternehmensstrategie
Entwicklung und Umsetzung von Strategien und Maßnahmen am Standort,new_data_set,Unternehmensstrategie
Im Rahmen der Unternehmensstrategie und in Anpassung an die sich ändernden,new_data_set,Unternehmensstrategie
Entwicklung und Umsetzung der operativen Unternehmensziele,new_data_set,Unternehmensstrategie
"Unterstützung des Managements bei der Entwicklung, Bewertung und Umsetzung strategischer Projekte und Initiativen",new_data_set,Unternehmensstrategie
Operative und strategische Weiterentwicklung des Betriebs mit Schwerpunkt in der Fertigung in Zusammenarbeit mit der Geschäftsführung,new_data_set,Unternehmensstrategie
Strategische und operative Verantwortung für den Geschäftsausbau im Bereich Regelungstechnik,new_data_set,Unternehmensstrategie
Definition von strategischen Projekten und deren Zielen gemeinsam mit der Geschäftsführung,new_data_set,Unternehmensstrategie
"Leitung anspruchsvoller und strategischer Projekte, wie Carve-outs, Verhandlungen mit externen Stakeholdern und Strategieentwicklung, um das Wachstum des Unternehmens voranzutreiben",new_data_set,Unternehmensstrategie
"Mitwirkung bei der Definition der Unternehmenspolitik und –ziele, verantwortlich für die Kommunikation und Umsetzung",new_data_set,Unternehmensstrategie
Umsetzung konsistenter und effektiver Geschäftsstrategien sowie Empfehlungen zu möglichen Verbesserungen,new_data_set,Unternehmensstrategie
Weiterentwicklung der Unternehmensstrategie in Zusammenarbeit mit der Geschäftsführung,new_data_set,Unternehmensstrategie
Für die Unternehmens- und Qualitätsziele setzt du dich aktiv ein,new_data_set,Unternehmensstrategie
Federführende Mitwirkung an der globalen Produktlinien-Strategie,new_data_set,Unternehmensstrategie
Verantwortung für die konsequente Umsetzung des unternehmenseigenen strategischen Klimapfads,new_data_set,Unternehmensstrategie
Begleitung einer strategischen Ausrichtung der Gesellschaft sowie Umsetzung der damit verbundenen Maßnahmen,new_data_set,Unternehmensstrategie
Herausforderungen: Interessante Aufgaben in der weiteren Gestaltung des Unternehmens im Sinne einer nachhaltigen Entwicklung,new_data_set,Unternehmensstrategie
Ableitung entsprechender Handlungsfelder und Umsetzung dieser,new_data_set,Unternehmensstrategie
Entwickeln und Kontrollieren der globalen Strategie in Zusammenarbeit mit dem L&H Leadership Team,new_data_set,Unternehmensstrategie
"Strategie &amp; Führung:   Hinterfragen Sie den Status-quo: Analysieren und verbessern Sie die aktuellen Marktstrategien.  Gestalten Sie erste Marktaktivitäten, um die Plattform in Schwung zu bringen.  Identifizierung der wichtigsten Anwendungsfälle und Quellen, um einen Finanzierungspartner zu gewinnen.  Erstellung des Budgets und eines Fünfjahresplans für den deutschen Teil des Unternehmens.  Prognostizieren des zukünftigen Wachstums bestimmter Märkte, Regionen und Geschäftsbereiche. Planung und Durchführung aller notwendigen strategischen Änderungen, um die besten Ergebnisse zu erzielen.  Ergreifen der notwendigen Maßnahmen, um die Angebotsseite des Marktes zu erweitern",new_data_set,Unternehmensstrategie
Verantwortlich für die Definition und Umsetzung der Unternehmensstrategie,new_data_set,Unternehmensstrategie
"Formulierung, Umsetzung und Fortführung der Unternehmensstrategie in Abstimmung mit der amerikanischen Muttergesellschaft",new_data_set,Unternehmensstrategie
"Entwickeln und umsetzen einer langfristigen Unternehmensstrategie, um die Position des Unternehmens im Markt zu stärken und neue Geschäftsmöglichkeiten zu identifizieren",new_data_set,Unternehmensstrategie
Im Rahmen des weiteren Wachstums soll das Aftermarket-Geschäft strategisch weiterentwickelt und deutlich ausgebaut werden.,new_data_set,Unternehmensstrategie
die strategische Unternehmensplanung; Festlegung der langfristigen Rahmenkonzeption für die strategischen Geschäftsfelder,new_data_set,Unternehmenssteuerung
"die Konzeption, Einführung und Pflege wesentlicher leistungsfähiger Systemstrukturen, z. B. Planungssystem, Kontrollsystem, Organisationssystem",new_data_set,Unternehmenssteuerung
die Festlegung von Unternehmenszielen,new_data_set,Unternehmenssteuerung
"konstitutive Entscheidungen (wie Unternehmensgründung, Rechtsformwahl, Standortwahl, Unternehmenskauf, Unternehmenszusammenschluss, Outsourcing, Börsengang) sind nicht delegierbar; delegiert werden an untere Management-Ebenen operative Entscheidungen.",new_data_set,Unternehmenssteuerung
,de_v3,Unternehmenssteuerrecht
,de_v3,Unternehmensprozesse
Ganzheitliche Betreuung aller kaufmännischen Prozesse und Unternehmensplanung,new_data_set,Unternehmensplanung
Unterstützung der Geschäftsleitung in allen administrativen und operativen Aufgaben,new_data_set,Unternehmensplanung
Kaufmännische Leitung der Geschäftsbereiche und operative Führungsverantwortung,new_data_set,Unternehmensplanung
Sie unterstützen die gesamte Unternehmensplanung,new_data_set,Unternehmensplanung
Betriebswirtschaftlicher Ansprechpartner und Beratung der Geschäftsbereiche und der Geschäftsleitung,new_data_set,Unternehmensplanung
,new_data_set,Unternehmensnachfolge
,de_v2,Unternehmenskommunikation
Überwachung der Unternehmenskennzahlen,new_data_set,Unternehmenskennzahlen
Als Teil der Geschäftsführung übernehmen Sie die Verantwortung für den globalen Produktionsverbund und berichten direkt an den CEO.Ihre Aufgaben:,new_data_set,Unternehmensführung
Leitung und Steuerung der regional verteilten Niederlassungen; Führen der Niederlassungsleiter,new_data_set,Unternehmensführung
"Bei einer normativen Unternehmensführung werden grundlegende Dinge für ein Unternehmen festgelegt und abgesteckt, wie beispielsweise Normen, Werte, Mission, Funktion oder die Vision eines Unternehmens",new_data_set,Unternehmensführung
"Strategie für das Unternehmen geplant und definiert, die insbesondere die zukünftigen Ziele festhält",new_data_set,Unternehmensführung
Leitung und strategische Weiterentwicklung des Standortes mit derzeit knapp 80 Mitarbeitern.,new_data_set,Unternehmensführung
"Denkbar ist dabei auch, dass Sie die rechte Hand des geschäftsleitenden Inhabers (an den Sie ohnehin direkt berichten) werden und dabei zusätzlich betriebsinterne Rollen übernehmen.",new_data_set,Unternehmensführung
Wir suchen Geschäftsführer/Partner (m/w/d) die skandinavische Lebensart nach Deutschland bringen.,new_data_set,Unternehmensführung
"Beim operativen Ansatz der Unternehmensführung geht es darum, wie die strategischen Ziele des Unternehmens erreicht werden können",new_data_set,Unternehmensführung
"Ihre Aufgabe als General Manager Deutschland m/w wird es sein, das Unternehmen aufzubauen und das Geschäft in Deutschland von Grund auf zu entwickeln",new_data_set,Unternehmensführung
Sie sind verantwortlich für die Geschäftsführung im Rahmen der strategischen Planung für mehrere Werke in Europa,new_data_set,Unternehmensführung
Als Fertigungsleiter / Head of Production (m/w/d) sind Sie für die fachliche und disziplinarische Führung von ca. 80 Mitarbeitern verantwortlich.,new_data_set,Unternehmensführung
Sie berichten direkt an den zuständigen Gesellschafter/Geschäftsführer der Unternehmensgruppe.,new_data_set,Unternehmensführung
"Für eine Unternehmensgruppe (+1’000 Mitarbeiter) mit schweizweiten Niederlassungen, eingebettet in einen global agierenden Konzern, suchen wir Sie als dynamischen Macher und Teil des Unternehmens-Management-Teams in der Aufgabe als:",new_data_set,Unternehmensführung
Die Position ist für den weiteren Erfolg des Unternehmens von zentraler Bedeutung und ist disziplinarisch direkt der Gesellschafter-Familie unterstellt.,new_data_set,Unternehmensführung
Fachliche Verantwortung für das Controlling der Organisationen an allen Standorten,new_data_set,Unternehmensführung
Für Manager und Führungskräfte: Geschäftsführer/Gesellschafter (m/w/d) mit Interesse,new_data_set,Unternehmensführung
Themenkomplex bei einer Unternehmensberatung oder Wirtschaftsprüfungsgesellschaft,new_data_set,Unternehmensberatung
,de_v2,Unternehmensarchitektur
UNIX-Betriebssysteme,new_data_set,UNIX
"Wir sind systemunabhängig: Arbeite mit dem Betriebssystem deiner Wahl, sei es Windows, Linux oder Mac.",new_data_set,UNIX
,de_v3,Unfallverhütungsvorschriften
,de_v2,Unfallchirurgie
,de_v3,Umwelttechnologie
,de_v2,Umwelttechnik
,de_v3,Umweltschutz-Management
"Übernahme von Verantwortung in den Bereichen Qualität, Sicherheit und Umweltschutz",new_data_set,Umweltschutz
"Unterstützung, Pflege und Optimierung des Arbeitssicherheits- und Umweltschutz-Managementsystem (ISO 14001 & 45001)",new_data_set,Umweltschutz
"Beseitigung umwelt-, sicherheits- und produktionsrelevanter Störungen nach festgelegtem Standard",new_data_set,Umweltschutz
,de_v3,"Umwelt, Soziales und Unternehmensführung"
"Erstellen von attraktiven Formaten und multimedialen Content für die unterschiedlichen Zielgruppen, auch mit externen Partnern",new_data_set,Umsetzung von Unternehmensbotschaften
Konzeption und Umsetzung von strategischen Maßnahmen,new_data_set,Umsetzung Maßnahmen
,de_v3,Umsatzverantwortung
,de_v3,Umsatzsteuervoranmeldung
Sie begleiten umsatzsteuerliche Außenprüfungen und reviewen deutsche und ausländische Umsatzsteuererklärungen der in- und ausländischen Group Companies.,de_v2,Umsatzsteuerung
,de_v2,Umsatzsteuerrecht
,de_v3,Umsatzsteuererklärung
,de_v3,Umsatzsteuer
,new_data_set,Umsatzplanung
,de_v3,Umsatz- und Budgetverantwortung
Erste Erfahrung in der Lackier- oder Umformtechnik sind von Vorteil,new_data_set,Umformtechnik 
Weiterbilden und Beraten der Mitarbeiter im Bereich der Stanz- und Umformtechnik bzw.,new_data_set,Umformtechnik
Sicherstellung des reibungslosen und durchgängigen Betriebs unserer Stanz- und Umformautomaten (40T -1000T),new_data_set,Umformautomaten
,de_v2,Umbau
,de_v3,ultraschallgestützte Regionalanästhesien
"Erfahrung in der Ultraschalldiagnostik, in den Bereichen Epilepsie und v. A. Parkinson bringen Sie mit",new_data_set,Ultraschalldiagnostik
,de_v3,UK GAAP
,de_v2,Überwachung der Lieferantenqualität
,new_data_set,übertarifliche Vergütung
,de_v3,Überprüfung von Rechtsvorschriften
,de_v3,TVöD/TV-N NW
,de_v3,Tunnelnau
,de_v3,Troubleshooting
,de_v2,Trocknungstechnik
Sichere Kenntnisse der technischen und rechtlichen Grundlagen im Bereich Trinkwasser,new_data_set,Trinkwasser
,de_v3,Trend Scouting
"Buchhaltung, Konsolidierung, Steuern, Treasury",new_data_set,Treasury
Mehrjährige einschlägige Berufserfahrung im Bereich Treasury einer Bank,new_data_set,Treasury
"Seriöse Herstellung & wertschätzende Pflege von Kontakten - im Treasurybereich & auf Bereichsleiterebene, vorrangig auch auf Vorstandsebene der Sparkassen",new_data_set,Treasury
"Disziplinarische Leitung der Abteilungen Rechnungswesen (Buchhaltung, Konsolidierung, Steuern, Treasury)",new_data_set,Treasury
